Gene	trt1	trt2	trt3	trt4	ctl1	ctl2	ctl3	ctl4
Zm00001eb005580	0	0	0	0	1	0	0	0
Zm00001eb005590	0	0	0	0	0	0	0	0
Zm00001eb005600	13	6	10	0	8	8	5	21
Zm00001eb005610	0	0	0	0	0	0	0	0
Zm00001eb005630	1420	1793	1475	1445	1971	1550	1543	1581
Zm00001eb005640	24	39	84	51	54	37	80	77
Zm00001eb005650	0	0	0	0	0	0	0	0
Zm00001eb005660	2054	2558	2386	2809	2491	2010	1814	2166
Zm00001eb005670	460	501	386	432	500	370	347	419
Zm00001eb005680	69	39	39	85	55	37	20	38
Zm00001eb005690	7	0	3	0	1	5	0	0
Zm00001eb005700	94	196	140	157	924	479	335	369
Zm00001eb005710	586	603	454	586	578	557	398	504
Zm00001eb005740	0	0	0	0	0	0	0	0
Zm00001eb005760	160	228	156	175	190	120	84	124
Zm00001eb005770	169	185	184	254	170	121	200	210
Zm00001eb005780	0	0	0	0	0	0	0	0
Zm00001eb005800	8	22	7	28	23	8	20	43
Zm00001eb005810	0	10	0	0	0	0	0	0
Zm00001eb005820	537	343	350	318	791	438	343	424
Zm00001eb005830	2	12	19	13	21	11	12	13
Zm00001eb005840	388	407	316	281	421	280	283	325
Zm00001eb005850	88	120	80	87	111	89	125	89
Zm00001eb005860	18	16	8	6	0	7	13	20
Zm00001eb005870	0	0	0	0	0	0	0	0
Zm00001eb005890	0	0	0	0	1	0	0	0
Zm00001eb005900	152	172	164	167	123	126	101	106
Zm00001eb005920	559	571	649	564	1217	939	738	786
Zm00001eb005930	5	0	0	0	3	0	0	0
Zm00001eb005940	0	0	0	0	0	0	0	0
Zm00001eb005950	1102	1212	787	811	1579	1049	940	1022
Zm00001eb005960	3604	4176	4029	3558	4503	3326	3531	3665
Zm00001eb005970	9	27	0	4	41	0	0	8
Zm00001eb005980	345	372	434	318	284	171	123	113
Zm00001eb005990	3029	2573	3069	1870	2100	1526	1421	1262
Zm00001eb006000	1177	801	1118	882	657	485	544	526
Zm00001eb006010	25	20	29	11	37	23	9	6
Zm00001eb006020	741	1221	786	862	292	150	98	152
Zm00001eb006030	0	0	0	0	0	0	0	0
Zm00001eb006040	740	725	693	575	1218	913	734	799
Zm00001eb006050	0	0	1	0	25	13	7	6
Zm00001eb006060	0	0	0	0	0	0	0	0
Zm00001eb006070	0	0	0	0	0	0	0	0
Zm00001eb006080	605	452	524	489	651	456	522	422
Zm00001eb006090	0	0	0	0	0	0	0	0
Zm00001eb006100	24	22	22	0	18	9	5	17
Zm00001eb006110	0	0	0	0	0	0	0	0
Zm00001eb006120	0	4	0	0	0	0	3	5
Zm00001eb006130	0	0	0	0	0	0	0	0
Zm00001eb006140	479	534	476	416	777	510	387	540
Zm00001eb006150	284	386	349	333	462	333	255	424
Zm00001eb006160	0	55	131	13	3769	2381	1924	1250
Zm00001eb006170	0	7	12	3	88	58	20	31
Zm00001eb006180	181	241	159	189	902	556	445	422
Zm00001eb006190	0	0	0	0	0	0	0	0
Zm00001eb006200	47	9	6	24	41	57	23	24
Zm00001eb006210	382	454	178	258	582	495	195	221
Zm00001eb006240	0	0	0	0	0	0	0	0
Zm00001eb006260	0	12	6	7	5	2	16	2
Zm00001eb006270	983	894	865	1032	1375	1082	856	1324
Zm00001eb006280	0	3	0	2	1	0	0	0
Zm00001eb006290	9	0	0	0	2	2	0	0
Zm00001eb006300	1425	1182	1134	1307	1780	961	809	1212
Zm00001eb006310	429	269	324	304	945	715	636	623
Zm00001eb006320	174	250	123	122	171	164	136	200
Zm00001eb006330	39	33	38	61	73	61	57	32
Zm00001eb006340	19	26	9	23	11	13	26	19
Zm00001eb006350	0	0	1	0	0	0	0	0
Zm00001eb006360	0	0	0	0	2	0	0	0
Zm00001eb006370	0	0	0	0	0	0	0	0
Zm00001eb006380	270	276	252	315	285	240	181	311
Zm00001eb006390	1430	1501	1588	1538	1768	1398	1487	1803
Zm00001eb006400	193	134	154	175	135	121	173	176
Zm00001eb006410	2112	2244	1532	2005	3674	2737	2139	2315
Zm00001eb006420	2590	2687	2200	2730	2736	3218	3491	2917
Zm00001eb006430	1496	1512	1062	1550	1884	2163	2684	1863
Zm00001eb006440	3162	2911	2845	3373	2241	2489	1881	2778
Zm00001eb006450	168	106	123	125	133	67	49	90
Zm00001eb006460	0	0	0	0	0	0	0	0
Zm00001eb006470	395	563	379	406	603	490	446	536
Zm00001eb006480	227	226	207	238	233	161	174	177
Zm00001eb006490	0	0	0	0	0	3	0	0
Zm00001eb006510	1323	1336	1482	1263	1405	905	1239	1383
Zm00001eb006520	80	83	108	55	98	102	75	88
Zm00001eb006530	25	13	15	28	14	13	12	37
Zm00001eb006540	309	467	356	382	375	344	298	401
Zm00001eb006550	266	238	255	201	216	163	238	259
Zm00001eb006560	904	916	904	1011	1261	894	924	1130
Zm00001eb006570	907	964	920	532	792	588	640	873
Zm00001eb006590	0	0	1	0	5	0	0	4
Zm00001eb006600	0	0	0	0	0	0	0	0
Zm00001eb006610	4	13	0	0	4	16	0	8
Zm00001eb006620	3182	3796	4737	3685	4510	4860	6259	5368
Zm00001eb006630	3	0	0	0	0	0	0	4
Zm00001eb006640	6	0	0	0	2	3	8	1
Zm00001eb006650	0	0	0	0	0	0	0	0
Zm00001eb006660	1811	2068	1843	1366	5405	3361	2407	2547
Zm00001eb006670	4	19	7	0	57	37	22	22
Zm00001eb006680	13	2	8	9	156	82	67	64
Zm00001eb006690	1131	1581	1910	1636	1768	1833	2662	2696
Zm00001eb006700	0	0	0	0	0	0	0	0
Zm00001eb006710	0	0	0	0	0	0	0	0
Zm00001eb006720	378	538	464	429	1205	938	767	604
Zm00001eb006730	0	0	0	0	0	0	0	0
Zm00001eb006740	0	0	0	0	0	0	0	0
Zm00001eb006760	406	479	287	361	655	461	198	371
Zm00001eb006770	513	575	323	518	886	474	234	295
Zm00001eb006780	0	0	0	0	0	0	0	0
Zm00001eb006790	0	0	0	0	0	0	0	0
Zm00001eb006800	0	0	0	0	0	0	0	0
Zm00001eb006830	19	14	16	0	7	4	12	7
Zm00001eb006840	0	0	0	0	0	0	0	0
Zm00001eb006850	355	303	378	361	479	322	260	330
Zm00001eb006860	376	536	380	297	1008	678	723	724
Zm00001eb006870	1037	1047	1094	861	1244	1175	1081	1264
Zm00001eb006880	341	319	365	274	666	520	809	546
Zm00001eb006890	285	345	158	231	202	114	94	135
Zm00001eb006900	0	0	0	0	0	0	0	0
Zm00001eb006910	664	589	522	520	555	375	474	495
Zm00001eb006920	741	821	784	745	989	736	584	629
Zm00001eb006930	0	3	7	10	0	0	0	0
Zm00001eb006940	1115	1573	1238	1311	1635	1205	843	1091
Zm00001eb006950	61	78	98	107	91	77	52	105
Zm00001eb006960	0	0	0	0	0	0	0	0
Zm00001eb006970	0	0	0	0	3	0	0	2
Zm00001eb006990	0	0	0	0	0	0	0	0
Zm00001eb007000	0	10	0	0	2	3	0	8
Zm00001eb007010	380	330	300	275	479	428	358	344
Zm00001eb007020	0	0	0	0	0	0	0	0
Zm00001eb007030	1431	1702	1689	1453	2435	1976	2295	1762
Zm00001eb007040	0	0	0	0	0	0	0	0
Zm00001eb007050	1354	1684	1726	1691	2180	1778	1877	1979
Zm00001eb007060	1588	1849	1686	1452	1905	1708	1825	1873
Zm00001eb007070	3	11	24	21	10	7	3	37
Zm00001eb007080	39	78	66	38	66	37	38	54
Zm00001eb007090	1425	1605	1764	1555	1757	1274	1688	1673
Zm00001eb007100	0	0	0	0	0	0	0	0
Zm00001eb007110	0	0	0	0	0	4	0	0
Zm00001eb007120	18	32	24	6	10	9	26	20
Zm00001eb007130	708	883	682	692	741	624	579	705
Zm00001eb007140	14	38	35	18	50	43	98	77
Zm00001eb007150	416	355	378	411	370	362	361	374
Zm00001eb007160	0	0	0	0	0	0	0	0
Zm00001eb007170	11	26	11	9	9	9	20	26
Zm00001eb007180	501	517	383	415	532	433	294	429
Zm00001eb007190	125	120	94	115	100	85	112	97
Zm00001eb007200	8	12	14	16	12	0	11	13
Zm00001eb007220	396	596	384	351	400	324	480	415
Zm00001eb007230	0	0	0	0	0	0	0	0
Zm00001eb007240	323	434	224	337	432	229	297	208
Zm00001eb007250	1333	1525	1379	1285	2087	1423	1771	1636
Zm00001eb007270	440	529	504	462	939	716	753	578
Zm00001eb007280	1297	1013	536	609	1300	819	442	461
Zm00001eb007290	0	0	0	0	0	0	0	0
Zm00001eb007300	0	0	0	0	0	0	0	0
Zm00001eb007310	0	1	2	0	3	17	3	1
Zm00001eb007320	152	256	226	153	399	301	217	205
Zm00001eb007330	0	0	0	0	0	0	0	0
Zm00001eb007340	0	0	0	0	0	0	0	0
Zm00001eb007350	0	0	0	0	0	0	0	0
Zm00001eb007360	0	0	0	0	0	0	0	0
Zm00001eb007370	0	0	0	0	0	0	0	0
Zm00001eb007380	0	0	0	0	0	0	0	0
Zm00001eb007390	0	0	0	0	0	0	0	0
Zm00001eb007400	0	0	0	0	0	0	0	0
Zm00001eb007410	0	0	0	0	0	0	0	0
Zm00001eb007420	0	0	0	0	0	0	0	0
Zm00001eb007430	0	0	0	0	0	0	0	0
Zm00001eb007440	104	135	121	124	290	208	229	165
Zm00001eb007450	0	0	0	0	0	0	0	0
Zm00001eb007460	0	0	0	0	0	0	0	0
Zm00001eb007470	87	33	82	60	105	130	72	109
Zm00001eb007490	0	0	0	0	0	0	0	0
Zm00001eb007500	0	0	0	0	0	0	0	0
Zm00001eb007510	54	34	71	51	124	100	109	126
Zm00001eb007540	0	0	0	0	0	0	0	0
Zm00001eb007550	0	0	0	0	5	0	0	0
Zm00001eb007560	0	0	0	0	0	0	0	0
Zm00001eb007570	412	506	550	543	695	554	827	712
Zm00001eb007580	0	0	0	0	0	0	0	0
Zm00001eb007590	26	23	13	67	21	11	2	20
Zm00001eb007600	1588	1927	1770	1639	1949	1708	1941	1834
Zm00001eb007610	33	85	51	38	87	100	146	83
Zm00001eb007630	0	0	0	0	0	0	0	0
Zm00001eb007640	19	19	8	56	27	29	7	2
Zm00001eb007650	1365	1508	1406	1321	1891	1620	1596	1672
Zm00001eb007670	1484	1516	1132	945	2649	2196	1535	1569
Zm00001eb007680	931	901	1017	1047	811	558	502	1072
Zm00001eb007690	550	564	580	588	501	472	489	504
Zm00001eb007700	196	190	156	140	152	143	216	130
Zm00001eb007720	267	295	217	288	244	139	184	337
Zm00001eb007730	559	810	580	519	630	457	458	562
Zm00001eb007740	190	291	156	274	265	103	87	49
Zm00001eb007750	281	312	262	267	261	213	188	195
Zm00001eb007760	482	450	377	413	507	349	427	446
Zm00001eb007770	18	18	2	18	25	10	9	2
Zm00001eb007780	560	790	709	612	1162	783	922	947
Zm00001eb007790	27	4	6	0	5	6	7	19
Zm00001eb007800	1146	1545	1012	1204	1336	1070	1052	1151
Zm00001eb007810	88	112	126	111	226	140	109	208
Zm00001eb007820	310	248	330	379	316	294	384	376
Zm00001eb007830	219	296	287	239	216	144	168	246
Zm00001eb007840	0	9	0	0	0	0	0	0
Zm00001eb007850	0	0	0	0	0	0	0	0
Zm00001eb007860	819	913	883	701	832	610	757	827
Zm00001eb007870	515	557	448	268	567	505	396	469
Zm00001eb007880	24	3	9	48	56	51	113	28
Zm00001eb007890	0	0	0	0	0	0	0	0
Zm00001eb007900	0	0	0	0	0	0	0	0
Zm00001eb007910	0	0	0	0	0	0	0	0
Zm00001eb007920	15	14	48	61	40	31	67	79
Zm00001eb007930	19	42	26	27	27	13	9	36
Zm00001eb007940	0	3	0	0	0	0	0	0
Zm00001eb007950	623	551	368	272	719	477	155	222
Zm00001eb007960	145	61	51	56	46	32	17	45
Zm00001eb007970	0	0	0	0	0	0	0	0
Zm00001eb007990	0	0	0	0	0	0	0	0
Zm00001eb008000	0	0	0	0	0	0	0	0
Zm00001eb008010	202	250	185	211	350	246	138	134
Zm00001eb008030	135	117	115	116	152	88	95	83
Zm00001eb008040	363	406	372	425	573	323	290	363
Zm00001eb008050	0	0	0	0	0	0	0	0
Zm00001eb008060	933	1142	847	870	1052	723	679	962
Zm00001eb008070	8	10	4	21	8	38	32	14
Zm00001eb008080	0	0	0	0	0	0	3	0
Zm00001eb008090	159	160	154	121	166	69	135	132
Zm00001eb008100	344	306	259	290	379	316	209	246
Zm00001eb008130	4	1	0	0	0	0	0	0
Zm00001eb008140	7	7	0	8	11	9	0	8
Zm00001eb008150	0	0	0	0	0	1	0	0
Zm00001eb008160	200	326	160	164	236	176	135	143
Zm00001eb008170	233	222	242	233	223	221	185	195
Zm00001eb008180	0	10	8	0	12	4	10	0
Zm00001eb008190	0	0	0	0	0	0	0	0
Zm00001eb008200	514	554	545	568	801	839	689	859
Zm00001eb008210	0	0	0	0	0	0	0	0
Zm00001eb008220	0	0	0	0	0	0	0	0
Zm00001eb008240	0	10	6	24	11	7	0	10
Zm00001eb008250	0	0	0	0	0	0	0	0
Zm00001eb008260	0	0	0	0	0	0	0	0
Zm00001eb008270	30	30	53	7	50	46	47	47
Zm00001eb008280	0	0	0	0	0	0	0	0
Zm00001eb008290	10	9	2	0	11	6	11	10
Zm00001eb008300	0	0	0	0	0	0	0	0
Zm00001eb008310	606	894	802	705	869	745	989	933
Zm00001eb008320	0	0	0	0	0	0	0	0
Zm00001eb008330	0	0	0	0	0	0	0	0
Zm00001eb008340	1805	1975	1696	1738	2416	1667	1534	1761
Zm00001eb008350	0	0	0	0	0	0	0	0
Zm00001eb008360	139	237	152	160	266	162	254	278
Zm00001eb008370	741	1138	824	983	950	766	794	1003
Zm00001eb008380	0	0	0	0	0	0	0	4
Zm00001eb008400	950	1022	1056	1110	1024	749	809	1130
Zm00001eb008410	69	93	62	95	74	66	47	74
Zm00001eb008420	8	0	4	0	5	5	11	0
Zm00001eb008430	92	68	165	111	119	114	90	70
Zm00001eb008440	595	521	532	579	763	616	606	731
Zm00001eb008450	1036	1115	1211	1307	1080	1020	1115	1475
Zm00001eb008460	165	266	167	90	233	167	130	194
Zm00001eb008470	892	862	798	904	706	535	477	702
Zm00001eb008480	2100	2223	2294	2215	2644	2132	2499	2273
Zm00001eb008490	1846	1926	1921	2069	1887	1292	1434	1739
Zm00001eb008500	0	0	0	0	7	11	0	11
Zm00001eb008510	0	0	0	0	0	0	0	0
Zm00001eb008520	31	27	27	12	29	35	5	26
Zm00001eb008530	130	133	149	154	891	471	303	378
Zm00001eb008540	0	0	0	0	0	0	0	0
Zm00001eb008550	6117	6683	6108	5361	9210	7311	6621	7408
Zm00001eb008560	0	0	0	0	0	0	0	0
Zm00001eb008570	2187	2842	2440	2388	2528	2070	1931	2668
Zm00001eb008580	38	22	40	41	49	30	13	25
Zm00001eb008590	231	259	207	249	198	122	145	237
Zm00001eb008600	0	0	0	0	0	0	0	0
Zm00001eb008610	2978	3245	3025	2872	3619	2393	2203	2611
Zm00001eb008620	1369	1631	1548	1546	1577	1410	1295	1511
Zm00001eb008630	22	6	17	0	19	23	36	19
Zm00001eb008640	178	139	96	123	130	109	102	125
Zm00001eb008650	958	1308	1284	1032	1187	839	955	1112
Zm00001eb008660	1363	1479	1342	1213	2541	1740	1971	1767
Zm00001eb008670	0	0	0	0	0	0	0	0
Zm00001eb008680	15	8	1	0	9	3	0	6
Zm00001eb008690	646	716	548	523	809	472	503	469
Zm00001eb008700	2338	2454	2036	1772	2854	1809	1356	2142
Zm00001eb008710	183	278	227	199	40	21	8	21
Zm00001eb008720	331	564	487	360	586	476	492	489
Zm00001eb008730	36	91	45	29	107	105	81	93
Zm00001eb008740	0	0	0	0	0	0	0	0
Zm00001eb008750	0	0	5	0	0	7	0	1
Zm00001eb008770	0	0	0	0	0	0	0	0
Zm00001eb008780	1127	1339	1350	1540	1642	1282	1384	1624
Zm00001eb008790	54	82	55	64	94	53	66	60
Zm00001eb008800	0	14	8	22	7	8	5	13
Zm00001eb008810	5426	5390	4145	3878	10175	9110	6023	5405
Zm00001eb008820	0	5	0	0	1	4	0	0
Zm00001eb008830	90	33	35	25	121	80	67	109
Zm00001eb008850	437	417	386	384	637	313	389	305
Zm00001eb008860	0	0	0	0	0	0	0	0
Zm00001eb008870	0	0	0	0	0	0	0	0
Zm00001eb008880	668	741	480	777	815	648	567	578
Zm00001eb008890	203	213	160	215	102	105	131	167
Zm00001eb008900	554	529	616	430	498	344	322	420
Zm00001eb008910	49	13	35	23	72	17	41	79
Zm00001eb008920	801	1281	974	951	308	204	228	376
Zm00001eb008930	6	12	21	3	23	38	3	10
Zm00001eb008940	0	0	0	0	0	0	0	0
Zm00001eb008950	364	384	501	285	684	515	555	568
Zm00001eb008960	0	0	0	0	0	0	0	0
Zm00001eb008970	0	0	0	7	0	0	0	0
Zm00001eb008980	26	19	9	32	15	6	0	23
Zm00001eb008990	0	0	0	0	0	0	0	0
Zm00001eb009000	0	0	0	0	0	0	0	0
Zm00001eb009010	0	0	0	0	0	0	5	0
Zm00001eb009020	0	0	0	7	1	0	0	0
Zm00001eb009030	0	0	0	0	0	0	3	0
Zm00001eb009040	19	8	7	13	14	14	19	9
Zm00001eb009050	24	22	26	32	17	6	39	14
Zm00001eb009060	239	334	270	171	293	183	155	204
Zm00001eb009070	264	306	314	353	342	241	264	329
Zm00001eb009080	38	35	71	80	128	53	87	68
Zm00001eb009090	844	953	641	790	1385	749	376	526
Zm00001eb009100	863	829	766	747	828	766	710	853
Zm00001eb009110	1789	2178	1883	1960	2169	1786	1555	1933
Zm00001eb009120	3	57	1	45	11	10	22	27
Zm00001eb009130	50	52	17	76	73	14	16	32
Zm00001eb009140	881	967	861	826	1220	1092	982	1125
Zm00001eb009150	0	0	0	0	0	0	0	2
Zm00001eb009160	633	657	463	416	1566	1049	643	897
Zm00001eb009170	530	738	840	728	679	582	803	878
Zm00001eb009210	0	0	0	0	0	0	0	0
Zm00001eb009230	0	0	0	0	0	0	0	0
Zm00001eb009240	581	603	494	702	685	483	513	520
Zm00001eb009250	64	36	18	38	57	54	25	15
Zm00001eb009260	0	0	0	0	0	2	0	0
Zm00001eb009270	0	0	0	0	0	0	0	0
Zm00001eb009280	0	0	0	0	0	0	0	0
Zm00001eb009290	34	16	3	14	9	17	7	23
Zm00001eb009300	0	7	0	0	0	0	0	0
Zm00001eb009310	977	1051	1016	1044	1205	920	879	886
Zm00001eb009320	280	336	256	307	381	389	206	257
Zm00001eb009340	13	17	18	5	48	43	77	70
Zm00001eb009360	21	51	69	39	62	52	61	86
Zm00001eb009370	974	993	932	1193	1023	751	906	1186
Zm00001eb009380	44	36	32	22	61	70	63	32
Zm00001eb009390	0	0	7	0	0	5	0	3
Zm00001eb009400	4	29	10	3	27	23	25	6
Zm00001eb009410	0	0	0	0	1	14	0	6
Zm00001eb009420	0	0	0	0	0	0	0	0
Zm00001eb009430	1235	1391	1161	1128	2014	1617	1341	1344
Zm00001eb009460	0	0	0	0	0	0	0	0
Zm00001eb009470	0	0	0	0	0	0	0	0
Zm00001eb009480	988	1435	1162	964	1337	970	881	986
Zm00001eb009490	102	57	90	71	115	106	189	136
Zm00001eb009500	533	620	543	362	533	501	352	528
Zm00001eb009510	138	206	108	150	41	27	21	53
Zm00001eb009520	0	0	0	0	0	0	0	0
Zm00001eb009530	0	0	0	0	0	0	0	0
Zm00001eb009540	5360	4900	3701	2962	6536	4694	3491	3607
Zm00001eb009550	170	144	140	145	259	244	164	172
Zm00001eb009560	0	0	0	0	0	0	0	0
Zm00001eb009570	3111	4102	5306	3671	8252	7835	8849	6305
Zm00001eb009580	190	125	147	133	104	63	77	85
Zm00001eb009590	1	0	0	0	0	0	0	0
Zm00001eb009600	3	0	0	8	0	1	9	5
Zm00001eb009610	0	0	3	0	0	0	0	0
Zm00001eb009620	0	0	0	0	0	0	0	0
Zm00001eb009630	0	0	0	0	0	0	0	0
Zm00001eb009640	57	109	51	50	233	170	73	116
Zm00001eb009650	0	0	0	0	0	0	0	0
Zm00001eb009660	20	15	10	5	9	14	10	24
Zm00001eb009670	21	14	14	20	34	78	82	78
Zm00001eb009690	0	0	8	0	0	0	0	0
Zm00001eb009700	0	0	0	0	0	0	0	0
Zm00001eb009710	0	0	0	0	0	0	0	0
Zm00001eb009730	8	12	15	21	33	49	21	31
Zm00001eb009750	0	0	0	0	0	0	0	0
Zm00001eb009760	0	0	0	0	0	0	0	0
Zm00001eb009770	49	118	78	32	67	49	90	55
Zm00001eb009780	56	74	35	42	166	64	84	102
Zm00001eb009800	1329	1587	1332	1271	1334	1072	1254	1406
Zm00001eb009810	1903	2114	1758	1698	1811	1431	1230	1430
Zm00001eb009820	0	0	0	0	0	0	0	0
Zm00001eb009830	0	0	0	0	0	0	0	0
Zm00001eb009840	0	0	0	0	0	0	0	0
Zm00001eb009850	0	0	0	6	0	4	0	0
Zm00001eb009860	0	0	0	0	0	0	0	0
Zm00001eb009870	26	52	35	38	37	48	18	61
Zm00001eb009880	2265	2988	2885	2511	3624	2926	3019	3040
Zm00001eb009890	54	75	59	94	118	86	110	134
Zm00001eb009900	673	764	719	633	650	487	458	596
Zm00001eb009910	5	2	6	0	12	0	0	4
Zm00001eb009920	675	715	667	554	705	568	482	605
Zm00001eb009930	6	4	0	0	0	5	0	2
Zm00001eb009940	0	0	0	0	0	0	6	0
Zm00001eb009950	0	0	0	0	0	0	0	0
Zm00001eb009960	300	302	261	263	223	188	202	258
Zm00001eb009970	0	0	0	0	0	0	0	0
Zm00001eb009980	520	619	491	372	793	661	734	615
Zm00001eb009990	365	367	332	287	607	460	496	402
Zm00001eb010000	0	0	0	0	0	0	0	0
Zm00001eb010010	0	0	0	0	0	0	0	0
Zm00001eb010020	146	187	151	209	149	86	104	173
Zm00001eb010030	4562	5665	4693	4730	4036	3599	3681	3554
Zm00001eb010040	523	855	455	543	880	567	395	592
Zm00001eb010050	0	15	7	0	4	0	0	0
Zm00001eb010060	101	116	101	75	109	41	134	122
Zm00001eb010070	174	281	304	387	280	187	256	289
Zm00001eb010080	0	0	0	0	1	0	0	0
Zm00001eb010090	0	0	0	0	0	0	0	0
Zm00001eb010100	27	22	0	45	35	8	11	14
Zm00001eb010110	0	0	0	0	1	3	0	0
Zm00001eb010130	63	73	18	26	158	85	51	89
Zm00001eb010140	54	41	35	42	58	91	63	38
Zm00001eb010150	488	792	424	523	1201	691	522	463
Zm00001eb010160	677	742	677	676	1967	1747	1678	1348
Zm00001eb010170	0	0	0	0	0	10	12	0
Zm00001eb010180	0	0	4	0	0	0	1	0
Zm00001eb010190	445	512	346	380	403	467	377	485
Zm00001eb010200	332	323	297	338	360	299	257	335
Zm00001eb010210	130	161	133	136	130	135	250	92
Zm00001eb010220	0	0	0	0	0	0	0	0
Zm00001eb010230	1311	1634	1482	1383	1803	1395	1556	1444
Zm00001eb010240	586	557	640	470	541	513	357	585
Zm00001eb010250	0	0	0	0	0	0	0	0
Zm00001eb010260	0	0	0	0	0	0	0	0
Zm00001eb010270	0	0	0	0	0	0	0	0
Zm00001eb010280	1046	1322	1154	1009	1340	849	865	1154
Zm00001eb010290	0	0	0	0	0	0	0	0
Zm00001eb010300	707	661	757	715	759	530	632	716
Zm00001eb010310	596	759	746	763	786	629	740	701
Zm00001eb010320	1668	1666	1332	1173	2248	1548	1242	1084
Zm00001eb010330	84	111	65	83	119	81	74	72
Zm00001eb010340	42	19	22	40	30	45	0	22
Zm00001eb010350	0	0	0	0	0	0	0	0
Zm00001eb010360	0	0	0	0	7	1	3	0
Zm00001eb010370	1104	1107	853	806	2520	1673	1284	1293
Zm00001eb010380	0	0	0	0	2	0	0	0
Zm00001eb010390	0	0	0	0	0	0	0	0
Zm00001eb010400	3409	3808	3757	3313	3498	2644	2584	2920
Zm00001eb010410	852	992	1029	725	1389	1336	1280	935
Zm00001eb010420	24	27	1	4	27	19	42	14
Zm00001eb010440	0	0	0	0	0	13	4	0
Zm00001eb010450	8	8	15	0	3	36	14	20
Zm00001eb010460	0	0	0	0	1	0	0	0
Zm00001eb010470	0	0	0	0	0	0	0	0
Zm00001eb010480	42	20	27	15	109	58	45	66
Zm00001eb010490	0	0	0	0	0	0	0	0
Zm00001eb010500	3115	3387	3251	2598	884	942	1102	635
Zm00001eb010530	674	900	1157	772	799	875	877	932
Zm00001eb010540	1	7	7	0	8	5	0	19
Zm00001eb010550	0	0	0	0	0	0	0	0
Zm00001eb010560	416	540	695	631	759	623	805	977
Zm00001eb010570	0	0	0	0	0	0	0	0
Zm00001eb010590	150	220	108	175	226	137	117	174
Zm00001eb010600	228	284	279	227	295	234	374	269
Zm00001eb010610	133	197	104	141	87	119	225	75
Zm00001eb010620	1884	1875	1627	1705	1963	1419	1405	1592
Zm00001eb010630	0	0	0	0	0	0	0	0
Zm00001eb010640	69	45	49	68	87	55	32	49
Zm00001eb010650	43	26	15	26	24	19	19	37
Zm00001eb010660	21	35	32	6	7	12	35	18
Zm00001eb010680	231	234	210	128	228	152	154	233
Zm00001eb010690	497	602	515	546	508	365	465	511
Zm00001eb010700	125	239	160	124	192	90	150	127
Zm00001eb010710	154	148	176	198	144	123	127	218
Zm00001eb010720	0	0	0	0	0	0	0	0
Zm00001eb010730	122	164	92	99	251	228	192	137
Zm00001eb010740	18	0	0	4	8	8	13	0
Zm00001eb010750	0	0	0	0	0	0	0	0
Zm00001eb010760	0	0	0	0	0	0	0	0
Zm00001eb010770	16	23	15	26	63	32	23	39
Zm00001eb010780	0	0	0	0	0	0	0	0
Zm00001eb010790	3877	3830	3401	3096	5437	3672	2996	3916
Zm00001eb010800	0	6	0	8	0	0	0	1
Zm00001eb010810	2385	2927	2513	2287	3007	2396	1866	2794
Zm00001eb010820	194	294	280	305	276	258	218	285
Zm00001eb010830	14	24	20	30	0	2	7	6
Zm00001eb010840	0	0	0	0	0	0	0	0
Zm00001eb010850	0	0	0	0	0	0	0	0
Zm00001eb010860	350	374	382	310	518	487	520	419
Zm00001eb010870	0	0	0	0	0	0	0	0
Zm00001eb010890	0	0	0	0	0	0	0	0
Zm00001eb010900	808	859	691	855	1114	867	554	730
Zm00001eb010910	0	0	0	0	0	4	0	5
Zm00001eb010940	0	0	0	0	0	0	0	0
Zm00001eb010950	1073	1321	1004	1132	1668	1308	1162	1075
Zm00001eb010960	285	407	248	296	74	89	121	78
Zm00001eb010980	320	328	320	316	290	218	194	221
Zm00001eb010990	4	0	10	0	16	5	3	15
Zm00001eb011000	157	126	134	98	234	250	278	210
Zm00001eb011010	3969	4637	4130	4166	4389	3165	3271	3888
Zm00001eb011020	10824	11965	9114	9206	15069	10247	7459	9323
Zm00001eb011030	0	0	12	0	5	0	2	3
Zm00001eb011040	549	649	534	775	564	499	543	619
Zm00001eb011050	68	96	38	49	235	116	88	145
Zm00001eb011060	29	19	7	23	32	16	17	47
Zm00001eb011070	733	836	699	679	1227	787	727	888
Zm00001eb011080	0	9	8	10	9	6	2	9
Zm00001eb011090	0	0	0	0	0	0	0	0
Zm00001eb011100	0	0	0	0	0	0	0	0
Zm00001eb011110	0	0	0	0	0	0	0	0
Zm00001eb011120	49	24	28	35	37	31	12	17
Zm00001eb011140	188	180	160	241	371	342	205	274
Zm00001eb011150	647	647	633	684	856	505	522	629
Zm00001eb011160	12	11	1	5	10	5	5	3
Zm00001eb011170	80	105	78	67	162	125	99	162
Zm00001eb011180	0	0	0	0	0	0	0	0
Zm00001eb011190	0	0	0	0	0	0	0	0
Zm00001eb011200	312	447	351	344	403	278	255	433
Zm00001eb011210	17	21	31	0	17	12	24	21
Zm00001eb011220	518	611	553	385	839	690	644	697
Zm00001eb011230	48	135	105	97	119	40	50	48
Zm00001eb011240	36	42	43	41	121	62	48	47
Zm00001eb011250	48	28	61	45	83	55	19	69
Zm00001eb011270	3	0	0	0	2	1	22	1
Zm00001eb011280	0	0	12	0	4	2	7	3
Zm00001eb011290	0	0	0	0	0	0	0	0
